description;commune;travaux_id_match;longitude;latitude
Travaux sur toute la rue;69266;134284;4.880329702;45.765526116
;69081;180538;4.792301955;45.773359463
"";69256;170404;4.932422775;45.768272239
Travaux + Non respect du sens interdit par les voitures;69123;148414|182384;4.845217283;45.725768147
;69123;158882;4.856056666;45.753263899
"";69266;158882;4.882455796;45.754503865
Ampleur des travaux sur la portions Vivier merle/maison neuves sur l'avenue Félix Faure;69123;158882;4.866300043;45.75457898
Avenue Félix Faure travaux dangereux;69123;158882;4.856826113;45.75343131
Trop de monde;69123;158882;4.867552802;45.754613737
Manque de piste cyclable + Point de passage important de véhicules motorisés;69244;180538;4.792435702;45.773428127
Travaux;69123;160782;4.852778664;45.756049021
;69256;178544;4.933347981;45.76360528
;69081;170044;4.769189091;45.766248537
Travaux de voirie. Tres compliqué;69123;179810;4.867013832;45.744933936
Piste cyclable très souvent avec des voitures garées;69029;165198;4.926573199;45.746081656
"";69266;135905|155875;4.885156572;45.75817076
travaux;69266;158882|160582;4.876225409;45.755691798
manque de priorité;69123;158882;4.877273012;45.754854927
"";69256;170428;4.923164953;45.776858885
;69256;170406;4.916733668;45.77839752
Travaux depuis plusieurs mois, sans itinéraire cyclable;69123;181612;4.8283492;45.726487789
Carrefour sans aucun aménagement et très compliqué à vélo notamment en tourne -a-gauche (aucun marquage, obligation de de tenir au milieu du carrefour au milieu de la circulation avant de tourner). Pourtant carrefour indispensable pour aller vers la gare de Vaise;69123;185682;4.802515735;45.778597917
Avenue felix faure;69123;158882;4.855546608;45.753147502
travaux;69123;158882;4.858342214;45.753486801
travaux depuis 1 an avec contre sens cyclable trop étroit, en très mauvais état et non protégé;69123;158882;4.856018807;45.753270068
Voitures garées;69123;162326;4.804991145;45.788362401
Vitesse vehicule;69040;162326;4.795665101;45.792202215
"";69266;158882;4.884893955;45.75428395
Les travaux depuis 2 ans, avec la file pour remonter c'est un bordel sans nom, les panneaux bouge tout les jours et les bagnole stationnent sur la piste;69123;158882;4.868878426;45.754822773
"";69256;170403|178544;4.933205097;45.763723212
Carrefour dangereux si on vient de Félix Faure et qu'on veut remonter Villette;69123;158882;4.861528252;45.753906311
contre-sens non sécurisé. Pas de panneau autorisant les vélos à passer.;69123;181612;4.835710208;45.726532811
;69123;158882;4.872095502;45.755229134
;69266;165198;4.901753828;45.752237941
Véhicules motorisés ne respectant pas la piste cyclable voire l'empruntant !;69123;160782;4.85270846;45.756977613
Travaux pour le tram;69123;181612;4.830750792;45.726478396
Travaux pour le tram;69123;181612;4.824051887;45.731626044
Travaux avenue Felix Faure;69123;158882;4.858880013;45.753583391
travaux interminables;69123;158882;4.85718255;45.753345187
"";69123;181612;4.829464561;45.726393846
Carrefour sans voie de vélo ou les gens se croisent n'importe comment;69199;148425|182685;4.855670231;45.70827514
"";69266;135905|155875;4.885212823;45.758230848
"";69029;135917|165198;4.898633612;45.752846156
"";69123;184053;4.858671836;45.761059134
En travaux depuis des mois, l'avenue Félix Faure est impraticable en vélo et elle est extrêmement dangereuse entre les trous dans la chaussée et les voitures / vélos / trotinettes qui circulent sur le même endroit;69123;158882;4.854016108;45.752982179
travaux important et traffic trop important;69123;148414|182384;4.845315658;45.725969824
carrefour dangereux;69123;160782;4.852842848;45.757066321
carrefour dangereux.;69123;158882;4.866541001;45.754535678
;69040;162326;4.787036767;45.800028669
;69029;165198;4.904720845;45.751555879
"";69266;155875;4.890100554;45.759563504
Carrefour dangereux;69266;135905|155875;4.885140848;45.758152429
travaux;69266;134284;4.880227246;45.768958992
Beaucoup de travaux, circulation dangereuse à vélo;69029;165198;4.931301583;45.744599945
Travaux, nids de poules, LE BORDEL, cycliste à contre-sens, etc...;69123;158882;4.85907572;45.753583939
"";69207;181090;4.81122686;45.877355824
"";69123;179810;4.864107101;45.745681444
Bouchons constants de voitures et pas de bande cyclable ni suffisamment d’espace pour les remonter;69256;170406;4.919734062;45.777367007
Travaux garibaldi + Félix faure;69123;158882;4.853203424;45.752988739
Les deux couloirs de pistes cyclables ont été maintenus pendant les travaux mais cela était très dangereux;69123;158882;4.856600383;45.753326319
Travaux longue durée, inconfortable et dangereux;69123;158882;4.855065908;45.753108291
Carrefour où il est compliqué de tourner à gauche sur la rue Maurice Flandin quand on vient de l'ouest sur l'avenue Félix Faure.;69123;158882;4.863218096;45.754143651
Beaucoup de travaux, ou véhicules motorisés qui roulent vite;69123;158882;4.859388962;45.753644308
Virage Félix Faure dans Frédéric Mistral (direction le nord) compliqué.;69123;158882|160582;4.876184135;45.755761441
Point très dangereux et problématique lié à des travaux, peu sûr pour les piétons et les cyclistes !;69123;148414|148421|182384;4.845200204;45.726044122
Peu d'alternative sûre proposée à vélo lié aux travaux.;69266;135904;4.890893955;45.755624251
"";69123;158882;4.8605649;45.753796168
"";69266;176350;4.890593914;45.782696627
Arrêt brutal de la piste cyclable avec danger lié au rabattement des véhicules;69244;180538;4.791706599;45.77281661
Trémie Route de Genas;69029;165198;4.907485088;45.750974822
circulation très compliquée a cause des travaux;69266;158882;4.87934986;45.754860157
;69123;158882;4.863303291;45.75411976
Travaux sans itinéraire alternatif disponble, usagers de la voiture excédés par les bouchons qui mettent en dangers les piétons et cyclistes;69123;181612;4.833066141;45.726539264
Travaux difficiles et de longu durée, au moins un accident mortel ici;69123;158882;4.855798982;45.753209425
"";69123;158882;4.855945261;45.753230223
Travaux sur l'avenue Félix Faure depuis plus d'un an;69123;158882;4.853264092;45.752909059
;69029;165198;4.909397371;45.750564146
Pas forcément ultra dangereux mais il n'y a aucune continuité cyclable pour se rendre du musée Confluence au centre commercial, ce qui est vraiment dommageable car il y a des itinéraires sécurisés avant et après et une coupure complète sur ~1km;69123;115328;4.816685876;45.736893821
Travaux Avenue Félix Faure peu éclairés et signalisation vélo peu claire et changeant d'un jour à l'autre;69123;158882;4.85684947;45.753349534
Fortes interactions avec d'autres usagers (piétons, voitures, TC);69123;184053;4.858206911;45.76046967
;69123;181612;4.830826953;45.726551981
Impossibilité de remonter la rue du Bourbonnais jusqu'à la rue Marietton sans passer par le trottoir;69123;180538;4.795050102;45.773613877
Accident récent, 2 morts en trottinette;69123;158882;4.855677893;45.753274036
Travaux permanents il n’y a plus de piste cyclabe;69266;165198;4.906090437;45.75146147
Carrefour difficile à franchir en vélo. Pas de continuité;69123;115328;4.81796055;45.734007778
"";69123;158882;4.868685591;45.754791369
piste cyclable pas tres large;69116;162326;4.777187873;45.812752662
Secteur inaccessible durant les travaux;69123;158882;4.866110198;45.754485122
Travaux;69266;134284;4.880246822;45.768157857
Travaux;69266;158882;4.876865079;45.754928744
Dangereux;69266;135905|155875;4.885197378;45.758237091
Avenue très passante et vitesse excessive des voitures / j’ai été renversé sur cette avenue (gl de Gaulle) à proximité de chez moi;69034;177464;4.860475967;45.813120443
travaux en cours sans réel attention au cycliste;69123;158882;4.869806074;45.754948754
travaux;69123;158882;4.858236776;45.753470494
travaux;69266;136952|155875;4.886157742;45.758422312
travaux;69123;179810;4.865367569;45.745376217
;69123;181612;4.830723554;45.726567181
trop de travaux;69123;158882;4.856534433;45.753294813
"";69266;155875;4.889750982;45.759618384
Felix faure Invivable;69123;158882;4.856864348;45.753409051
"";69266;134284;4.880369446;45.764711422
"";69266;176350;4.890549041;45.782874046
Travaux;69123;179810;4.867933694;45.744714839
Pendant les travaux;69123;158882;4.853435627;45.753025961
Les travaux rendent la circulation à vélo très dangereuse;69123;158882;4.853584744;45.752947551
;69123;179810;4.869073465;45.744398205
Travaux en cours pour le passage du tramway;69266;134284;4.880299887;45.767228637
travaux;69123;158882;4.867362071;45.754594623
"";69123;184053;4.858512482;45.759865972
Travaux T10;69123;181612;4.839837816;45.726156578
travaux de la ligne de bus à haut niveau de service;69123;158882;4.854267727;45.752940606
travaux de la ligne de bus à haut niveau de service;69123;158882;4.86633914;45.754455675
travaux de la ligne de bus à haut niveau de service;69123;158882;4.875208684;45.755585531
Pas de piste cyclable sur cette voie très passante et à forte vitesse (30 km/h non respecté);69123;185682;4.803760072;45.777166702
"";69266;135939;4.880469754;45.769346022
"";69266;134284;4.880499089;45.768311259
travaux;69266;155875;4.890573855;45.759669215
;69266;158882;4.875810238;45.754929807
;69123;158882;4.863955298;45.754263643
Travaux;69123;158882;4.859860537;45.753617403
Travaux;69123;179810;4.868467982;45.744476647
2 voies de vélo et 2 voies de piétons réduites à une largeur de 1m. On en attend combien de morts ? Et pas de solution proche.;69123;158882;4.863625713;45.754166228
Des travaux en cours qui rendent difficile la circulation des vélos et le partage de la voirie avec les véhicules motorisés;69266;135905;4.882624233;45.757510847
;69123;158882;4.860813981;45.753782441
Place Arsonval;69123;179810;4.871303807;45.745387602
"";69123;185682;4.803335175;45.777383994
"";69123;185682;4.80755608;45.777041847
Marietton;69244;180538;4.792526166;45.773460295
"Interruption piste cyclable, pas de place sous le pont et vitesse élevée des voitures sortant du périphérique 
+ Travaux sans alternative pour les cyclistes";69123;148414|148421|182384|182445;4.845042046;45.725547648
Travaux;69123;158882;4.884546803;45.754212114
Dans le sens Valmy --> Tassin;69081;180538;4.792322908;45.773380186
Proximité des bus et de la circulation motorisée en général++;69256;165198;4.919217421;45.748567558
Travaux;69123;158882;4.856352232;45.753369848
"";69266;136952|155875;4.88953605;45.75928017
Travaux en cours depuis plus d'un an;69266;135922;4.874048167;45.776390646
Les voitures qui arrivent en traversant le canal voient les vélos qui traversent au dernier moment;69266;176350;4.89081867;45.782757437
;69123;158882;4.86644186;45.754532553
travaux très dangereux;69123;158882;4.874027993;45.755369324
1 voie donc les voitures nous frôlent;69123;158882;4.858084152;45.753445911
"";69081;180538;4.792196607;45.773301943
;69123;158882;4.87234333;45.755162789
;69123;158882;4.860656072;45.753705291
Déviation cycliste liée aux travaux dangereuse;69266;135904;4.891259096;45.755532709
Déviation cycliste liée aux travaux dangereuse;69123;158882;4.885040774;45.754254703
travaux felix faure;69123;158882;4.859663492;45.75370667
Carrefour de voitures, trams, piétons, trottinettes dangereux;69123;158882;4.884109944;45.754247589
Travaux;69266;158882;4.883626256;45.754369982
A cause des travaux actuels. Ce sera sans doute bien après.;69123;158882;4.87037614;45.75491968
"";69081;180538;4.794315789;45.775476506
Travaux et circulation;69256;170403;4.933293929;45.763810706
croisement dangereux car travaux;69256;164075|172093;4.908149615;45.780487619
"";69266;135939;4.880623498;45.769301588
Travaux;69123;181612;4.823869364;45.731549426
"";69259;148686;4.887589363;45.705985091
;69123;180538;4.795171556;45.775865196
Rejoindre la piste cyclable rue Victor Hugo en direction de Tassin en venant de Vaise est vraiment problématique !;69123;180538;4.793884555;45.774606558
Travaux, route en mauvais état, croisement avec des voitures en sens inverse;69123;158882;4.871693657;45.755147161
"";69266;155875;4.890417628;45.759205178
Connexion entre Lyon Vaise et Tassin de manière sécurisée;69123;180538;4.793773041;45.773542465
Travaux du tram depuis plusieurs mois;69123;181612;4.823734291;45.731708262
Travaux depuis 5 ans, circulation qui change tout le temps;69123;184053;4.858136816;45.760713989
Jonction avenue Debourg pont Raymond Barre compliquée (même avant les travaux du tram en cours). Manque de signalétique dans cette zone.;69123;181612;4.824050523;45.731730087
travaux + nombreux camions de livraison le matin qui empiètent sur la piste cyclable;69266;135939;4.880343083;45.769400054
travaux, route mauvaise état depuis 2 ans, piste cyclable état précaire;69266;134284;4.880044327;45.764691511
Travaux;69123;158882;4.859366146;45.753715141
Travaux;69123;158882;4.853491713;45.752988847
Travaux et carrefour complexe;69123;158882|160582;4.876161832;45.755750432
Part Dieu au dessus du tunnel;69123;184053;4.858178452;45.760749835
Piste cyclable provisoire (travaux depuis plus d'un an) très dangereuse, accidentogène;69123;158882;4.857155741;45.753394525
Carrefour surchargé, les feux décalés font que les voitures coupent souvent la priorité;69123;179810;4.871224113;45.745540501
Etat de la route catastrophique du aux travaux;69266;158882;4.876079624;45.755034569
Etat de la route catastrophique du aux travaux;69266;158882;4.879960589;45.754792747
place des frères lumière coté ouest;69123;179810;4.87088521;45.744654077
Travaux donc tres compliqué depuis un moment;69123;158882|160582;4.876064199;45.755687124
Circulation sur Marietton (en cours d'aménagement);69244;180538;4.792492239;45.773408367
Travaux;69123;158882;4.867133349;45.754553348
Travaux;69266;134284;4.880144044;45.766582483
"";69266;155875;4.889912189;45.759740969
;69266;155875;4.89074539;45.759603541
;69266;135905|155875;4.885271409;45.758128606
;69123;158882;4.863592993;45.754127453
;69123;180538;4.795111223;45.775711878
;69123;179810;4.867929139;45.74457181
;69123;158882;4.859454866;45.753788729
Les travaux encore et toujours.;69123;158882;4.853401323;45.752948236
Impossible de circuler à vélo sauf si je prends un contournement pour aller directions nord, est, ouest.;69266;134284;4.880742637;45.762395663
Route très passante pas (encore) de piste cyclable. Projet pour 2026;69044;177583;4.751692956;45.776970758
Travaux;69123;158882;4.863878703;45.754199305
;69266;155875;4.889486562;45.759434178
Travaux bien pourris;69123;158882;4.86652923;45.754555437
Travaux bien pourris;69123;158882;4.85604961;45.753312614
"";69123;181612;4.830754633;45.726518481
"";69123;115328;4.817806952;45.734061994
;69256;164075;4.911953417;45.778785469
carrefour difficile avec bcp de voitures, camions, bus et pas d'aménagement adapté et assez visible pour les vélos;69088;177464;4.862972037;45.815683232
Pb avec piétons et voie cyclable;69266;135904;4.891328162;45.75574179
Un double sens cyclable serait propice;69123;180538;4.794034089;45.773586093
En face pont vers tunnel croix rousse;69123;185682;4.807558969;45.776392058
Complexité ++ pour rejoindre la piste cyclable qui monte à Tassin;69123;180538;4.793452906;45.774266052
Important travaux du BHNS;69123;158882;4.863566003;45.754170587
Important Travaux du BHNS;69123;158882;4.875703577;45.754880131
Les travaux qui rendent les routes impraticables;69123;158882;4.867001057;45.754585058
;69123;179810;4.871179922;45.745511095
Carrefour dangereux dû aux travaux;69123;158882;4.86175952;45.753973419
Traversée sous le périf;69266;165198;4.90708094;45.751188144
Rue tres étroite, en travaux, qui amène à de nombreux conflits;69123;158882;4.857025493;45.753376379
Travaux en cours. Les motos empruntent le trottoir  quand il y a des bouchons;69123;181612;4.840090389;45.72597415
Travaux sans prise en compte du trafic important de velos.;69123;181612;4.824428901;45.731555511
Les voitures tournant à gauche pensent avoir la priorité sur les vélos arrivant en face. Pas de signalisation adéquate.;69123;115328;4.818371718;45.739677119
Travaux;69266;155875;4.890171917;45.759492203
Travaux +++ dangereux +++;69123;158882;4.869120083;45.754910046
"";69123;158882;4.866145664;45.754424447
Compliqué de tourner a gauche en étant a velo;69266;160582;4.88035768;45.757100162
Bande cyclable séparé serait super;69266;135939;4.880410814;45.769351607
"";69116;162326;4.776399674;45.81404264
"";69116;162326;4.770518645;45.818880752
"";69116;162326;4.778873146;45.8100407
;69266;136952|155875;4.890274894;45.759242349
;69123;179810;4.867142806;45.744844553
Carrefour en travaux en très mauvais état;69199;148425|182685|182686;4.855174882;45.70865459
En travaux, je n'ai pas trouvé d'itinéraire bis;69123;158882;4.855325822;45.75318179
travaux;69266;158882|160582;4.876284981;45.755630803
;69123;179810;4.867370268;45.744739566
Pas de bande/piste cyclable;69081;180538;4.793196492;45.77416321
;69088;177464;4.862949249;45.818208323
Plus de piste cyclable très dangereux;69081;180538;4.792423093;45.773470695
;69081;180538;4.791436743;45.772644745
;69123;180538;4.793732322;45.773563449
quand on vient du nord et que l'on veut tourner à gauche dans la rue Felix Faure, on coupe la voie de voiture (même sens que nous) qui veut aller tout droit  et on attend au milieu que la voie dans l'autre sens soit libre;69123;158882;4.859385722;45.753722252
Avenue Félix-Faure;69123;158882;4.858068221;45.753440147
Travaux en cours;69266;136952|155875;4.888848833;45.759210138
"";69116;162326;4.780261461;45.807347462
"";69116;162326;4.776903195;45.812995198
"";69116;162326;4.767951749;45.820441058
Route en travaux en montée, grande différence de vitesse avec peu d'espace lors des déplacements. travaux dûs à la création d'une piste cyclable bidirectionnelle, donc devrait fortement s'arranger;69123;162326;4.803755464;45.785894047
;69123;158882;4.871929174;45.755167269
;69266;155875;4.889539149;45.759688347
Carrefour dangereux;69123;158882;4.866564692;45.754470219
;69266;135922;4.875073744;45.776799414
;69123;179810;4.867264642;45.744869484
Carrefour dangereux;69123;160782;4.852689671;45.757028734
Beaucoup de travaux pas de piste cyclable;69123;158882;4.885109371;45.754250673
"carrefour arret T3; flux continue de viture aux horaires de pointe => possibilité de traverser la route a velo uniquemnt quand la barriere du Tramway est baissée";69266;135904;4.891207006;45.755513648
Travaux en cours sur Félix Faure : « piste cyclable » temporaire, ridicule et dangereuse;69123;158882;4.856752086;45.753327395
pas de pistes cyclables séparées entre Confluence et la station Mue;69123;115328;4.817353787;45.735644234
Place Rouget de L'isle, en travaux en ce moment mais déjà compliquée avant;69123;158882;4.866904986;45.754582966
sécurité;69123;180538;4.794349463;45.775079345
"";69029;165198;4.919601768;45.74846118
;69123;115328;4.817946226;45.73399106
"";69123;158882;4.854221362;45.753072956
chaussée tellement abimée par les travaux à ce carrefour que j'ai changé mon itinéraire pour ne plus y passer;69123;158882;4.853437658;45.753045688
rue saint jean de dieu en travaux;69123;148414|182384;4.845644845;45.721372356
Travaux prolongés incroyablement dangereux avec 0 respect de la part des automobilistes;69123;158882;4.854440503;45.753162231
Impossible de passer à vélo à cause des tvx;69123;158882;4.855129426;45.753136709
Accumulation de voitures sur l'intersection et passage insuffisant pour les vélos (à cause de travaux);69266;158882;4.876523206;45.754977622
"";69081;180538;4.794931921;45.775659362
;69123;158882;4.85649229;45.75334386
Travaux bus;69123;158882;4.85820476;45.753547857
Route de genas, beaucoup de queues de poisson;69029;165198;4.909388628;45.750626329
Vélos interdits pendant les travaux non indiqué en amont du parcours;69123;158882;4.867801045;45.754720304
Piste cyclable interrompue et pas protégée;69029;165198;4.906435948;45.751213658
travaux;69123;158882;4.8593955;45.753634203
Voitures roulent très vite;69123;158882;4.856368509;45.753259659
Travaux sans fin quartier gratte ciel;69266;134284;4.880233441;45.764809892
Toute la rue rebatel est dangereuse à contresens, avec notamment des stationnement qui coupent la piste cyclable;69123;179810;4.871087605;45.745583897
;69123;158882;4.853344343;45.752881559
;69123;135903|158882;4.890914559;45.754058626
Travaux;69123;158882;4.856793186;45.753396213
"";69123;185682;4.802744826;45.778270627
"";69040;162326;4.795117986;45.792684805
Toute la route de Genas est une vraie galere;69266;158882;4.883071278;45.754434262
Travaux en cours teajet velo tres dangereux;69123;158882;4.865687849;45.75454513
carrefour très mal fait, avec des franchissements de trottoirs trop hauts ou trop étroits, que l'on évite. j'y ai déjà eu un accident, il y a déjà eu un mort;69256;170403|178544;4.933285985;45.763694888
Conflit d'usage permanent de la piste cyclable avec les piétons le tram les voitres;69266;135904;4.891144157;45.755632823
Carrefour extrêmement dangereux et en conflit permanent d'usage entre le tram, les piétons et les voitures;69123;158882;4.88475097;45.754204275
Non respect des sens de circulation + croisement;69266;155875;4.889968443;45.759708827
Barrières de chantier cachant les piétons qui traversent la piste cyclable pour les cyclistes venant de l'Est;69123;175167;4.856095937;45.759584309
Gros travaux et bcp de trous;69123;181612;4.834061131;45.726495918
Pas d'itinéraire vélo sécurisé le temps des travaux et route en très mauvais état;69266;136952|155875;4.889297729;45.759187788
Plus de piste cyclable du aux travaux des tramways et les avenues sont très fréquentes et route abîmé;69256;97401|164075;4.910080837;45.782448309
"";69123;158882;4.865241043;45.754329577
Travaux;69266;136952|155875;4.887424628;45.758741738
travaux;69266;136952|155875;4.888923133;45.759217562
"";69116;162326;4.766195297;45.821334487
;69123;180538;4.795151021;45.775690384
;69123;180538;4.794722932;45.773530924
;69266;135922;4.874129012;45.77659015
travaux;69123;181612;4.82386401;45.731643908
Chantier, travaux, danger;69123;158882;4.86549983;45.754412202
Chantier, travaux, danger;69123;158882;4.859083611;45.753601851
Rue marieton non sécurisée;69123;180538;4.794247083;45.774841577
Travaux ayant entraîné une dégradation de la piste, fermeture de piste avec une déviation dangereuse;69266;135904;4.890921777;45.755619068
Travaux;69123;158882;4.86185455;45.753939173
;69266;158882;4.87722605;45.754948215
"";69266;135922;4.874129342;45.776496539
Pas de piste cyclable;69266;134284|135907;4.880660215;45.761896031
;69199;148425|182685;4.855379722;45.708593547
;69199;148424|182686;4.851635496;45.709524978
"";69081;180538;4.794505345;45.775370832
beaucoup beaucoup de travaux;69123;184053;4.858155196;45.760978058
Tourner à gauche depuis la rue Frédéric Mistral vers la rue Paul bert à vélo est très dangereuses car on est très exposé au milieu de la route aux voitures et bus en attendant pouvoir tourner.;69123;158882|160582;4.876171778;45.755822933
circulation très compliquée a cause des travaux sur toute l'avenue;69123;158882;4.871920536;45.755216926
"";69123;184053;4.858221418;45.760634865
"";69123;184053;4.85825245;45.760989504
Avenir avec stationnement, beaucoup de bouchons et des voitures qui roulent souvent sur la voie bus/velo;69123;179810;4.866887271;45.744975619
Vitesse des voitures et non respect des distances;69123;180538;4.794899342;45.77551929
"";69123;158882|160582;4.876096776;45.755676839
"";69081;180538;4.79253483;45.773657847
"";69266;158882|160582;4.876236874;45.755766392
"";69266;135922;4.877075857;45.777060569
travaux;69266;135941;4.872473518;45.779019269
travaux avenue Félix Faure;69123;158882;4.86768079;45.754669501
Travaux secteur grand clément;69266;136952|155875;4.887499525;45.758763927
"";69266;155875;4.889519954;45.759410721
travaux depuis plus de 7 ans route défoncé aucune sécurité pour pouvoir passer et aucun respect des priorités. les piétons et les vélo partage le même passage.;69266;136952|155875;4.888513071;45.759133971
travaux BHNS contresens dangereux;69123;158882;4.8825286;45.754334671
pas d'accès vélo pendant longtemps ou danger pour piètons;69266;134284;4.880353301;45.765018046
sens de circulation illisible pour voiture = danger pour vélos;69266;135939;4.87921515;45.77169376
"";69266;165198;4.90832947;45.75103945
Trop dangereux;69123;162326;4.800770902;45.791365828
Rejoindre vaise et tunnel croix-rousse depuis horloge via piste vélo;69123;180538;4.792698578;45.773404686
Point noir : très dangereux de passer de la rue du bourbonnais vers Ecully Av de Verdun;69244;180538;4.792532646;45.773470532
"";69259;182402;4.887364584;45.703103615
Manque un peu de largeur surtout dans le sens de la montée où on a des différentiels de vitesse importants avec les voitures. Il est parfois compliqué de tourner à gauche.;69040;162326;4.793486402;45.794185761
;69116;162326;4.768091736;45.820399353
"";69266;136952|155875;4.890624523;45.759496061
"";69123;158882;4.866733913;45.754646219
"";69123;175167;4.857745899;45.760096658
Travaux rendant les automobilistes agressifs;69123;179810;4.868462533;45.744592023
Fèlix Faure;69266;135905|135907;4.882438088;45.757686617
Toute la route de Genas;69266;158882;4.886699274;45.754277751
un carrefour pas fait pour les cyclistes;69266;165198;4.907435516;45.751275285
Travaux et chaussée en très mauvais état;69266;135904;4.890732216;45.755732331
Les travaux en continu ne laissent pas de passage sécurisée pour les vélos (besoin de traverser les voies, chemin non accessible aux pneus fins (vélo de route), indication d'itinéraire bis faux...);69256;170403;4.933297854;45.764011939
;69256;170406;4.917994742;45.777906884
;69123;180538;4.795158766;45.77359493
Travaux monstres qui n'en finissent pas et qui ne sont pas sécurisés (énormement de nids de poules sur les voies ouvertes à la circulation);69266;136952|155875;4.889845692;45.759273704
;69123;153300;4.787761211;45.788166734
;69123;162326;4.80244657;45.790831953
"";69123;179810;4.871221338;45.745534057
Travaux du tramway;69266;134284;4.880258001;45.768288469
Travaux qui durent depuis des mois;69266;135939;4.879054966;45.771821271
"";69266;136952|155875;4.886400919;45.758493686
Très compliqué sur l'ensemble de l'avenue Félix Faure;69123;158882;4.865161079;45.754346555
Rue de gerland;69123;74592;4.839342281;45.733318815
Pas de continuité entre piste cyclable avenue Debourg et le pont;69123;181612;4.824009888;45.731699542
Petite piste cyclable avec une rue où la vitesse de 30 n’est jamais respectée;69123;115328;4.817271339;45.735603494
"";69266;135939;4.880085028;45.769473092
;69256;97401|164075;4.912391301;45.782852424
Avenue Félix Faure mais pour cause de travaux (nous pouvons souligner depuis peu la mise en place d'une bande cyclable qui permet de mieux représenter la place du vélo sur la voie).;69123;158882;4.857638718;45.75342925
En tunnel, on respire l'air des voitures, sans ventilation suffisante : le cauchemar des pneumologues devenu réel;69123;184053;4.858237134;45.760984606
Les travaux rendent la circulation quasi impossible;69123;158882;4.85352504;45.752963244
"";69266;158882;4.876196407;45.755327213
Dans le sens est-ouest retour de Lyon;69123;180538;4.793228902;45.773484514
"";69256;97401|164075;4.910704803;45.782956445
Arrivée sur un carrefour pour VTM et une zone mixte;69123;158882;4.866521559;45.754552068
Route de genas;69123;135903;4.892455387;45.75398161
Travaux, aucun itinéraire ou sécurité pour les cyclistes;69123;158882;4.881824568;45.754524579
Travaux itinéraire vélo dangereux;69266;155875;4.890688282;45.759787334
Travaux à part dieu;69123;184053;4.858334235;45.759968009
Les cyclistes ne sont pas pieds à terre malgré les travaux ! Gros dangers pour les piétons et incivilités;69123;181612;4.83903392;45.726215883
Un rond point qui bouchonne souvent;69266;176350;4.890592763;45.78274263
;69266;135905;4.88276335;45.757812459
Maisons neuves;69266;158882|160582;4.876212849;45.755691337
Travaux, pas de piste cyclable;69256;97401|164075|170407;4.912587159;45.782968331
Problème de co-visibilité entre cyclistes et automobilistes + problème de lisibilité de la trajectoire réservée aux cyclistes. Potentiellement dangereux dans un carrefour parfois très fréquentés et avec des allures d'automobilistes rarement adaptées;69123;181612;4.823699334;45.731734407
Route de Genas;69266;158882;4.882571471;45.754466529
Travaux avenue Félix Faure;69123;158882;4.873129558;45.755327828
Travaux;69123;158882;4.857117462;45.753433891
"Travaux interminables sans aucune modalité prévue pour les vélos comme devant la halle Tony Garnier également";69123;158882;4.859335752;45.753633637
Les travaux ont énormément dégradé la chaussée;69123;158882;4.86158999;45.753984841
Comment rejoindre la piste cyclable de l'avenue Victor Hugo;69081;180538;4.793787827;45.774764969
;69199;148425|182686;4.853902441;45.708808091
"";69123;115328;4.821290774;45.738820749
Aucune alternative lors des travaux, rues étroites avec beaucoup de voitures;69256;170406;4.919687391;45.777295666
toute la route de genas longeant bron et notamment l'échangeur avec laurent Bonnevay;69029;165198;4.907946602;45.750973339
Travaux de tramways dans la rue et voirie très abîmées;69266;134284;4.880194894;45.768813757
Cheminement pas évident avec les bus et les travaux;69266;155875;4.889116517;45.759772781
;69123;158882;4.859369856;45.753739198
;69123;158882;4.853265995;45.752910009
travaux;69266;158882;4.877869913;45.755009804
Carfour non adapté et travaux;69029;172092;4.914334737;45.721917091
Travaux sans solution pour les vélos;69123;181612;4.824065928;45.731663746
"";69266;165198;4.910249728;45.750515483
"";69266;135904|136952|155875;4.890612824;45.759360201
"";69266;158882;4.876237252;45.754963406
Les voitures n'admettent pas trouver un vélo empruntant le rond point le matin.;69276;158717;4.86103955;45.685164974
Secteur en travaux sans itinéraire alternatif balisé;69029;165198;4.914912795;45.748965793
directions à Grandclément (+ phase travaux en ce moment);69266;155875;4.89025261;45.759545129
La traversée est compliqué. Toute la voie motorisée doit être traversée et beaucoup d'éléments à analyser. Un feu serait intéressant pour faciliter cela;69266;158882;4.884445972;45.754276799
"";69266;134284;4.880273193;45.764728753
Circulation compliquée en raison des travaux et du trafic;69266;135903;4.892878388;45.754092987
"";69081;180538;4.793321146;45.774228294
passage étroit non adapté aux piétons, cyclistes, trotinettes le long des travaux du tram T10. Aucune signalétique adaptée, tapis bleus galère, route poussiéreuse, pleine de gravats;69123;181612;4.839267421;45.726133097
gare de villeurbanne;69266;135904;4.891097443;45.75565872
travaux;69256;178544;4.933346211;45.763658924
"";69123;158882;4.863249536;45.754160458
Toute l'avenue Félix Faure pendant les travaux;69123;158882;4.871350896;45.75504555
Recouvrement entre vaise avec piste cyclable et aller vers ecully sur la route des voitures;69123;180538;4.793571826;45.774341804
"";69123;185682;4.807557351;45.776655314
Travaux en cours et peu d’aménagements sécurisés;69123;158882;4.875285968;45.755608232
Carrefour dangereux tram/velo/voiture. Les vélos ne peuvent jamais passer sauf quand le tram passé. Ça peut être long. Aucun feu spécial vélo;69266;158882;4.884513601;45.754272433
