numero;intervenant;nature_chantier;nature_travaux;etat;date_debut;date_fin;mesures_police;last_update;adresse;commune;code_insee;contact_tel;contact_mail;contact_url;gid
202410743;TSU / TCO / VTPCN-CN2;Aménagements sécurisés;Création / aménagement de zones de circulation apaisée (piétonne, rencontre, 30);Ouvert;2025-06-23;2025-12-31;;2025-07-31 09:02:20.802339+02:00;Du 4 Rue Paul-Michel Perret (Lyon 6ème Arrondissement), au 6 Rue Paul-Michel Perret (Lyon 6ème Arrondissement) Tronçon de la Rue Paul Michel Perret entre Duquesne et Montgolfier;Lyon 6ème;69386;04.28.67.51.20;;;192541
202501553;SIGERLY Réseaux et Eclairage;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Ouvert;2025-07-15;2025-07-22;Circulation interdite, Restriction de jour, Restriction de nuit, Stationnement interdit, Trottoir interdit;2025-12-16 15:02:03.430918+01:00;Du 86 Rue de la Croix Blanche (Montanay), au 103 Rue du Moriot (Montanay);Montanay;69284;04 78 84 98 27;;;190883
202301652;MOU / Projets Urbains;Aménagements cyclables et Engin de Déplacement Personnel;Création / Aménagement  / Entretien de piste cyclable;Ouvert;;2024-12-20;Circulation interdite, Circulation réduite, Restriction de jour, Restriction de nuit, Trottoir réduit;2025-12-16 15:02:03.486096+01:00;-Rue Garibaldi : Entre le carrefour Grande Rue de la Guillotière et le carrefour Avenue Berthelot / Rue Duvivier, -Route de Vienne : Entre le carrefour Rue Duvivier et le Boulevard Laurent Bonnevay, -Avenue Jaurès : Entre le boulevard Laurent Bonnevay et le carrefour Rue de la République (Saint-Fons, Lyon 8e Arrondissement, Lyon 7e Arrondissement, Vénissieux);Venissieux;69259;;;https://www.grandlyon.com/pratique/nous-contacter;195197
202309607;GrDF - Ingénierie;Construction, renouvellement  et réparation réseau gaz;Aménagement, renouvellement réseau gaz avec branchement;Validé;2025-09-29;2025-12-31;;2025-12-16 15:02:03.489291+01:00;Rue de la Commune de Paris, Impasse du Nord, Les Maisons du Parc et Boulevard Emile zola (Oullins);Oullins;69149;09 69 36 35 34;;;193656
202405227;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Construction, renouvellement et réparation réseau eau potable;Aménagement, renouvellement de canalisation eau potable avec branchement;Ouvert;2025-06-09;2025-12-19;;2025-12-16 15:02:04.003829+01:00;Rue Emile Zola + raccordement sur la Rue Yves Farge (Mions) ;Mions;69283;09 69 39 69 99;;;197915
202507810;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Intervention sur des chambres, boites, armoires impactant le domaine public (télécom ou video);Ouvert;2025-09-04;2025-12-31;;2025-12-16 15:02:03.117513+01:00;"2 endroits ; 1 ère endroit : Angle Rue de Bourgogne (Lyon 9ème Arrondissement) et Rue Tissot (Lyon 9ème Arrondissement), 2 ème endroit : Angle Laure Diébold (Lyon 9ème Arrondissement) et Rue Tissot (Lyon 9ème Arrondissement)";Lyon 9ème;69389;;;;197807
202510997;DIEM / Ouvrage d'Art;Ouvrage d'art;Entretien / réfection mur de soutènement;Validé;2025-12-01;2025-12-31;;2025-12-16 15:02:04.029191+01:00;Du 1 Quai Jean-Jacques Rousseau, au 40 Quai Jean-Jacques Rousseau (La Mulatière);La Mulatiere;69142;;;https://www.grandlyon.com/pratique/nous-contacter;197849
202511657;DCE / RT / Rive Gauche;Branchements d'assainissement < à 25 ml;Construction branchement d'assainissement < 25 ml;Validé;2025-12-15;2025-12-29;Circulation alternée, Circulation réduite, Restriction de jour, Stationnement interdit, Trottoir interdit;2025-12-16 15:02:03.942420+01:00;6 Rue Auguste Delage (Chassieu);Chassieu;69271;04 28 67 55 00;;;198491
202507803;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Construction, renouvellement et réparation réseau eau potable;Aménagement, renouvellement de canalisation eau potable avec branchement;Ouvert;2025-11-21;2026-02-28;;2025-12-16 15:02:03.580991+01:00;Rue de Madrid, Angle Rue des Frères Lumière / Rue de Madrid et Angle Rue du Bottet / Rue de Madrid (Rillieux-la-Pape)  ;Rillieux la Pape;69286;09 69 39 69 99;;;196000
202508790;BOUYGUES TELECOM;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Réparation de réseau (télécom ou video);Validé;2025-11-12;2025-12-27;;2025-12-16 15:02:03.146031+01:00;au 35 Rue du Pont (Vernaison);Vernaison;69260;;;;197380
202509508;TSU / TCE / VTPCE-CE1;Aménagements cyclables et Engin de Déplacement Personnel;Création / Aménagement  / Entretien de piste cyclable;Ouvert;2025-11-17;2025-12-31;;2025-11-17 12:03:07.390929+01:00;Boulevard Niels Bohr (Villeurbanne);Villeurbanne;69266;04 69 64 51 00;;;198859
202512382;ENEDIS;Branchements réseau électrique < 25 ml;Suppression de branchement électrique < 25 ml;Validé;2025-12-29;2026-01-16;;2025-12-16 15:02:03.775848+01:00;101 Rue Commandant Charcot (Sainte-Foy-lès-Lyon);Lyon 5ème;69385;;;www.enedis.fr/aide_contact;199724
202511347;SFR-Fibre Historique;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Aménagement, renouvellement réseau sans branchement (télécom ou video);Validé;2025-11-17;2025-12-19;;2025-12-16 15:02:03.640722+01:00;27 Rue Paul Montrochet (Lyon 2ème Arrondissement);Lyon 2ème;69382;;;www.sfr.fr;196987
202510998;DTEE ... DECI-Hydrants;Émergences et autres équipements eau potable;Entretien d'appareils hydraulique (Hydrant bouches à clef);Ouvert;2025-11-24;2025-12-24;;2025-12-16 15:02:03.707403+01:00;cours Albert Thomas / Rue Rossan (Lyon 3e Arrondissement) PI 1659;Lyon 8ème;69388;04 28 67 55 20;;;197075
202314417;TSU / TCO / VTPCN-CN2;Aménagements sécurisés;Création / aménagement de zones de circulation apaisée (piétonne, rencontre, 30);Ouvert;2025-06-23;2025-12-31;;2025-12-16 15:02:03.826145+01:00;Du 93 Rue Crillon (Lyon 6ème Arrondissement), au 95 Rue Crillon (Lyon 6ème Arrondissement),   Du 98 Rue Tronchet (Lyon 6ème Arrondissement), au 104 Rue Tronchet (Lyon 6ème Arrondissement), Du 14 Rue Masséna (Lyon 6ème Arrondissement), au 30 Rue Masséna (Lyon 6ème Arrondissement);Lyon 6ème;69386;04.28.67.51.20;;;192540
202511276;ENEDIS;Branchements réseau électrique < 25 ml;Suppression de branchement électrique < 25 ml;Ouvert;2025-12-01;2025-12-19;;2025-12-16 15:02:03.862778+01:00;230 Rue André Philip (Lyon 3ème Arrondissement);Lyon 3ème;69383;;;www.enedis.fr/aide_contact;197553
202511725;ORANGE SA;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Déplacement ou dévoiement de réseau (télécom ou video);Validé;2025-11-24;2025-12-31;;2025-11-17 12:03:07.868986+01:00;à côté  3 Rue Etienne Gagnaire (Villeurbanne) à proximité Rue Gabriel Péri (Villeurbanne);Villeurbanne;69266;;;;198868
202511742;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Intervention sur des chambres, boites, armoires impactant le domaine public (télécom ou video);Validé;2025-11-24;2025-12-31;;2025-11-17 12:03:07.754229+01:00;à côté  2 Rue des Charmettes (Villeurbanne) à proximité Rue Gabriel Péri (Villeurbanne);Villeurbanne;69266;;;;198869
202511814;SAINTE FOY LÈS LYON-Intervenant;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Construction de branchement < 25 ml (télécom ou video);Validé;2025-11-24;2025-12-23;;2025-12-16 15:02:03.854527+01:00;5 et 7 Rue du Château (Sainte-Foy-lès-Lyon);Sainte Foy les Lyon;69202;;;;198413
202511910;ENEDIS;Branchements réseau électrique > 25 ml;Construction de branchement électrique > 25 ml;Ouvert;2025-12-16;2025-12-30;;2025-12-16 15:02:03.586855+01:00;3 Rue Michel Felizat (Lyon 7ème Arrondissement);Lyon 7ème;69387;;;www.enedis.fr/aide_contact;198807
201916924;SPL Lyon Confluence;Création / aménagement d'espace public;Création / aménagement espace public  (Places, ZAC, ...);Ouvert;2019-12-03;2027-10-01;;2025-04-07 09:02:03.942796+02:00;ZAC 2 Lyon Confluence, du cours Charlemagne au quai Perrache et de la rue Casimir Périer au pont Pasteur (Lyon 2ème Arrondissement);Lyon 2ème;69382;;;;115328
202509403;TSU / TCE / VTPCE-CE1;Création et entretien de trottoir;Création / aménagement de trottoir;Ouvert;2025-09-22;2026-03-31;;2025-12-16 15:02:03.597571+01:00;Emprise des travaux, Rue Michel Servet, Rue Anatole France, Cours Émile Zola et Rue Racine (Villeurbanne);Villeurbanne;69266;04 69 64 51 00;;;194473
202511582;ORANGE SA;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Déplacement ou dévoiement de réseau (télécom ou video);Ouvert;2025-11-17;2026-01-09;;2025-12-08 18:01:58.410899+01:00;à côté 6 Rue de la Bigue, jusqu'en Face au 2 Rue du Stade (Fleurieu-sur-Saône);Fleurieu Sur Saone;69085;;;;197667
202511696;ENEDIS;Branchements réseau électrique < 25 ml;Suppression de branchement électrique < 25 ml;Ouvert;2025-11-28;2025-12-19;;2025-11-28 09:02:18.688679+01:00;2 Chemin de Vassieux (Caluire-et-Cuire);Caluire et Cuire;69034;;;www.enedis.fr/aide_contact;197670
202500512;MOU / Espaces Publics Infrastructures;Création / aménagement d'espace public;Création / aménagement espace public  (Places, ZAC, ...);Ouvert;2025-06-19;2026-03-31;;2025-06-19 12:02:26.981877+02:00;Avenue Jean Christophe (Neuville-sur-Saône);Neuville sur Saone;69143;;;https://www.grandlyon.com/pratique/nous-contacter;188863
202511744;EAU DU GRAND LYON - LA REGIE ENTRETIEN;Émergences et autres équipements eau potable;Remise à niveau d'appareils hydrauliques (Hydrant, bouches à clef);Validé;2025-10-28;2025-12-31;;2025-10-28 12:03:04.736351+01:00;55 Avenue Galline (Villeurbanne);Villeurbanne;69266;09 69 39 69 99;;;197677
202511774;TSU / TOS / VTPS-S1;Création et entretien de trottoir;Réfection partielle de trottoir;Validé;2025-11-03;2025-12-31;;2025-10-28 12:03:04.261129+01:00;Chemin de Grange Blanche (Corbas);Corbas;69273;04 26 99 33 50;;;197684
202314924;MOU / Espaces Publics Infrastructures;Création / aménagement d'espace public;Requalification / aménagement de voie;Ouvert;2024-07-02;2026-03-31;;2025-12-16 15:02:03.939313+01:00;Boulevard Yves Farge de la rue Parmentier (Vénissieux - St Fons) au 69 Route de Lyon (Feyzin) et Avenue Maurice Thorez du boulevard Lénine  au boulevard Yves Farge (Vénissieux);Saint Fons, Venissieux, Saint Fons, Venissieux, Saint Fons, Venissieux, Saint Fons, Venissieux, Saint Fons, Venissieux, Saint Fons;69199;;;https://www.grandlyon.com/pratique/nous-contacter;158717
202510741;ORANGE SA;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Déplacement ou dévoiement de réseau (télécom ou video);Ouvert;2025-11-05;2026-01-02;;2025-12-16 15:02:03.654547+01:00;Face au 6 jusque Face au 8 Avenue Auguste Wissel (Neuville-sur-Saône);Neuville sur Saone;69143;;;;196153
202502312;ENEDIS;Construction, renouvellement et réparation réseau électrique;Aménagement, renouvellement réseau HTA;Validé;2026-01-07;2026-02-27;;2025-12-16 15:02:03.770701+01:00;En face du 100 Route de Genève, jusqu'à l'angle sud de la Route de Genève/Chemin des Pêcheurs (Rillieux la Pape);Rillieux la Pape;69286;;;www.enedis.fr/aide_contact;200000
202314828;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Ouvert;2024-01-01;2026-03-29;;2024-06-19 12:02:16.855243+02:00;Route de Genas de l'avenue Général Leclerc à la rue du Dauphiné, rue Frédéric Mistral de la route de Genas à la Place des Maisons Neuves et avenue Félix Faure de la Place des Maisons Neuves à la rue André Philip (Lyon 3ème Arrondissement);Lyon 3ème;69383;;;;158882
202512226;ENEDIS;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Validé;2025-12-05;2025-12-22;;2025-12-16 15:02:03.584686+01:00;24 Rue Royet (Caluire-et-Cuire);Caluire et Cuire;69034;;;www.enedis.fr/aide_contact;198713
202512259;GrDF - Ingénierie;Construction, renouvellement  et réparation réseau gaz;Intervention sur réseau gaz;Ouvert;2025-12-10;2025-12-22;;2025-12-16 15:02:03.753408+01:00;120 Rue Montesquieu (Lyon 7ème Arrondissement);Lyon 7ème;69387;09 69 36 35 34;;;198704
202512260;GrDF - Ingénierie;Construction, renouvellement  et réparation réseau gaz;Intervention sur réseau gaz;Ouvert;2025-12-10;2025-12-22;;2025-12-16 15:02:03.864373+01:00;Rue Montesquieu (Lyon 7e Arrondissement);Lyon 7ème;69387;09 69 36 35 34;;;198705
202512340;ENEDIS;Construction, renouvellement et réparation réseau électrique;Aménagement, renouvellement réseau BTA avec branchement;Ouvert;2025-12-01;2025-12-19;;2025-12-15 15:02:05.671542+01:00;24 Rue de Montribloud(Tassin-la-Demi-Lune);Lyon 9ème;69389;;;www.enedis.fr/aide_contact;198886
202512337;DCE / RT / Rive Droite Sud;Branchements d'assainissement < à 25 ml;Construction branchement d'assainissement < 25 ml;Validé;2025-12-15;2026-01-30;;2025-11-17 12:03:06.864785+01:00;1 Avenue de Champlevert (Grigny);Grigny;69096;04 28 67 55 20;;;198885
202512330;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Ouvert;2025-11-28;2025-12-22;;2025-12-01 18:02:18.100885+01:00;65 Rue Pierre Voyant (Villeurbanne);Villeurbanne;69266;;;www.enedis.fr/aide_contact;198883
202410091;ENEDIS;Construction, renouvellement et réparation réseau électrique;Aménagement, renouvellement réseau BTA avec branchement;Ouvert;2025-10-06;2025-10-31;Circulation réduite, Restriction de jour, Restriction de nuit, Trottoir interdit;2025-10-03 12:02:21.368497+02:00;Du 101 Rue Voltaire, au 108 Rue Voltaire (Pierre-Bénite);Pierre Benite;69152;;;www.enedis.fr/aide_contact;192660
202505732;DACV / VP / Nature et Fleuves;Arbres et paysages;Plantations d'arbres, arbustes et couvre sol;Ouvert;2025-09-10;2026-02-27;;2025-09-10 15:02:22.318259+02:00;Du 20 au 22 Quai de Charézieux (Saint-Romain-au-Mont-d'Or) ;Saint Romain Au Mont d'Or;69233;;;https://www.grandlyon.com/pratique/nous-contacter;192667
202507370;TSU / TE / VTPE-E2;Aménagements sécurisés;Aménagement sécurité au droit des lieux publics;Validé;2025-09-01;2025-12-22;;2025-07-31 15:02:08.938263+02:00;carrefour Rue de Reims et Rue de l'Economie (Bron);Bron;69029;04 28 67 51 40;;;192670
202401823;DIEM / Voirie Transformation d'Espace Public;Aménagement pour les transports en commun;Petit aménagement lié aux lignes de bus;Ouvert;2025-05-19;2025-12-31;;2025-10-06 09:02:32.283066+02:00;pont juin et contre allée;Lyon 5ème;69385;;;https://www.grandlyon.com/pratique/nous-contacter;196185
202511115;DTEE ... DECI-Hydrants;Émergences et autres équipements eau potable;Entretien d'appareils hydraulique (Hydrant bouches à clef);Validé;2025-10-16;2025-12-24;;2025-12-16 15:02:03.278681+01:00;à proximité du 108 Avenue Félix Faure (Lyon 3e Arrondissement) PI 1176;Lyon 3ème;69383;04 28 67 55 20;;;196827
202401581;RCU Centre Métropole - ELM (Dalkia);Construction, renouvellement et réparation réseau Chauffage Urbain;Construction de réseau et branchement (Chauffage Urbain);Ouvert;2025-08-26;2026-01-30;;2025-12-16 15:02:03.658970+01:00;- Rue Lalande (De la Rue Fournet à la Rue Viabert) Lyon 6e Arrondissement - Rue Viabert (De la Rue Lalande à l'Avenue de Thiers) Lyon 6e Arrondissement - Avenue de Thiers (De la Rue Viabert au Cours Lafayette) Lyon 6e Arrondissement;Lyon 6ème;69386;;;;190432
202500536;SIGERLY Réseaux et Eclairage;Construction, renouvellement et réparation réseau Eclairage Public;Aménagement, renouvellement réseau éclairage public;Ouvert;2025-03-24;2025-12-19;;2025-11-17 15:02:23.891540+01:00;Place de la Liberté, Champagne-au-Mont-d'Or;Champagne au Mont d'Or;69040;04 78 84 98 27;;;198896
202308807;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Ouvert;2023-09-04;2026-03-27;;2025-12-16 15:02:03.765292+01:00;-Boulevard Ambroise Croizat : Entre la Gare de Vénissieux et le carrefour avec la Rue des Combats du 24 Août 1944, -Rue des Combats du 24 Août 1944 : Du carrefour Rue des Combats du 24 Août 1944 / Boulevard Ambroise Croizat sur 600m au Sud-Est (Vénissieux);Venissieux;69259;;;;148686
202510483;GrDF - Ingénierie;Construction, renouvellement  et réparation réseau gaz;Construction de réseau et branchement gaz;Ouvert;2025-11-04;2025-12-19;;2025-12-16 15:02:03.402502+01:00;Du 52  au 58 Avenue de Verdun (Dardilly) ;Dardilly;69072;09 69 36 35 34;;;196144
202513197;GrDF - Ingénierie;Branchements gaz < 25 ml;Construction branchement gaz < 25 ml;Validé;2026-01-05;2026-01-09;;2025-12-16 15:02:03.370058+01:00; Entre le 2 ou 3 Chemin Neuf (Dardilly);Dardilly;69072;09 69 36 35 34;;;200220
202513205;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Validé;2026-01-05;2026-02-28;;2025-12-16 15:02:03.777515+01:00;34 Rue Nationale (Jonage);Jonage;69279;;;www.enedis.fr/aide_contact;200240
202509169;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Construction de branchement < 25 ml (télécom ou video);Validé;2025-11-17;2026-01-16;;2025-12-16 15:02:03.229318+01:00;86 Rue Saint Pierre de Vaise (Lyon 9ème Arrondissement);Lyon 9ème;69389;;;;198726
202509652;LYON - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Aménagement, renouvellement réseau éclairage public;Ouvert;2025-10-14;2025-12-19;;2025-12-16 15:02:04.014243+01:00;au 18 Rue François Génin (Lyon 5ème Arrondissement);Lyon 5ème;69385;;;;194377
202510888;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Suppression branchement eau potable < 25 ml;Validé;2026-01-26;2026-03-02;;2025-12-11 12:04:01.278016+01:00;8 Place des Palabres (Saint-Fons);Saint Fons;69199;09 69 39 69 99;;;200302
202511045;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Suppression branchement eau potable < 25 ml;Validé;2026-01-26;2026-03-02;;2025-12-11 12:04:00.271483+01:00;Est du 1 Place des Palabres (Saint-Fons);Saint Fons;69199;09 69 39 69 99;;;200303
202511046;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Construction branchement eau potable < 25 ml;Validé;2026-01-26;2026-03-02;;2025-12-11 12:04:00.885967+01:00;2 à 3 Place des Palabres (Saint-Fons);Saint Fons;69199;09 69 39 69 99;;;200304
202510123;DIEM / Ouvrage d'Art;Sondages;Sondage manuel;Ouvert;2025-10-08;2026-02-27;;2025-12-16 15:02:03.504682+01:00;Rue du Rhône, sur le Pont de Vernaison (Vernaison );Vernaison;69260;;;https://www.grandlyon.com/pratique/nous-contacter;200300
202506665;TSU / TCO / VTPCN-CN1;Aménagements sécurisés;Aménagement sécurité au droit des lieux publics;Ouvert;2025-07-15;2026-02-07;;2025-12-04 12:02:39.045798+01:00;Rue Pierre Valdo de la rue Mère Elisabeth Rivet au 68 Rue Pierre Valdo (Lyon 5ème Arrondissement);Lyon 5ème;69385;04.28.67.51.20;;;191469
